USER_ID,ORDER_ID,PURCHASE_TS,PURCHASE_TS_CLEANED,SHIP_TS,PURCHASE_YEAR,PURCHASE_MONTH,TIME_TO_SHIP,PRODUCT_NAME,PRODUCT_NAME_CLEANED,PRODUCT_ID,USD_PRICE,PURCHASE_PLATFORM,MARKETING_CHANNEL,MARKETING_CHANNEL_CLEANED,ACCOUNT_CREATION_METHOD,ACCOUNT_CREATION_METHOD_CLEANED,COUNTRY_CODE,REGION
b53b3387,734c466b6f376774,12/24/2019,12/24/2019,12/25/2019,2019,12,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$19.53 ,website,direct,direct,desktop,desktop,AE,EMEA
dfa59bb5,734d5f3bff694544,8/21/2020,8/21/2020,8/22/2020,2020,8,1,Nintendo Switch,Nintendo Switch,8d0d,$159.12 ,website,email,email,desktop,desktop,IT,EMEA
0f9e7f9c,73513c0e9059444,2/22/2019,2/22/2019,2/25/2019,2019,2,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,8315,$24.30 ,mobile app,email,email,mobile,mobile,SG,APAC
1a471e8c,7353239108c13684,8/14/2020,8/14/2020,8/16/2020,2020,8,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,AR,LATAM
34edb516,7355069e6f724463,8/8/2020,8/8/2020,8/9/2020,2020,8,1,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$480.00 ,website,affiliate,affiliate,unknown,unknown,US,NA
bed3fa04,735543c7a3880798,5/6/2020,5/6/2020,5/8/2020,2020,5,2,Nintendo Switch,Nintendo Switch,8d0d,$124.54 ,website,direct,direct,desktop,desktop,AU,APAC
d6a208c0,73575acb27590656,4/16/2020,4/16/2020,4/18/2020,2020,4,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
81e76df8,735b52d931455402,12/14/2019,12/14/2019,12/15/2019,2019,12,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
24c2b3c0,7360e8bb69517852,8/23/2020,8/23/2020,8/26/2020,2020,8,3,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,BG,EMEA
12a63c04,7361b5f5d4a10617,4/1/2019,4/1/2019,4/2/2019,2019,4,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
82278213,736292bb49a2184,6/5/2020,6/5/2020,6/6/2020,2020,6,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,8315,$23.22 ,mobile app,email,email,mobile,mobile,US,NA
204a3559,7369a9ad8ee16179,7/25/2020,7/25/2020,7/28/2020,2020,7,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$22.52 ,website,direct,direct,desktop,desktop,ES,EMEA
15507680,736d07c115e448,9/19/2020,9/19/2020,9/20/2020,2020,9,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
638859ca,736fac6af8b43110,3/4/2020,3/4/2020,3/7/2020,2020,3,3,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,800.00 ",website,direct,direct,desktop,desktop,US,NA
4c470422,736ffd9c94533923,8/25/2020,8/25/2020,8/26/2020,2020,8,1,Nintendo Switch,Nintendo Switch,8d0d,$112.79 ,website,direct,direct,desktop,desktop,PL,EMEA
dc86ca27,737003b067393189,2/28/2020,2/28/2020,3/2/2020,2020,2,3,Nintendo Switch,Nintendo Switch,e682,$146.59 ,website,direct,direct,desktop,desktop,NL,EMEA
60d8bf9e,737579f08bc42120,10/21/2020,10/21/2020,10/23/2020,2020,10,2,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$435.24 ,website,direct,direct,desktop,desktop,ES,EMEA
622df0fa,7376c111eb942599,10/13/2020,10/13/2020,10/15/2020,2020,10,2,Nintendo Switch,Nintendo Switch,e682,$152.83 ,website,direct,direct,desktop,desktop,KR,APAC
25faaa1d,73787e5015318387,10/31/2019,10/31/2019,11/3/2019,2019,10,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
9f217bbb,73808364a9867271,8/28/2020,8/28/2020,8/30/2020,2020,8,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,8315,$23.38 ,mobile app,social media,social media,tablet,tablet,PL,EMEA
8d9149bf,7381c9498ec60116,11/14/2020,11/14/2020,11/15/2020,2020,11,1,Dell Gaming Mouse,Dell Gaming Mouse,f81e,$49.98 ,mobile app,email,email,desktop,desktop,US,NA
6eef689a,7386c625f5047838,10/12/2020,10/12/2020,10/14/2020,2020,10,2,Nintendo Switch,Nintendo Switch,8d0d,$150.61 ,website,email,email,desktop,desktop,CA,NA
88e32ed6,738a3217bfd58151,3/5/2019,3/5/2019,3/8/2019,2019,3,3,Nintendo Switch,Nintendo Switch,8d0d,$151.20 ,website,direct,direct,desktop,desktop,US,NA
10e9b4ff,738a5e02b6d9958,10/3/2020,10/3/2020,10/5/2020,2020,10,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
ebdbb8bc,7394469c88299639,2/1/2020,2/1/2020,2/3/2020,2020,2,2,Nintendo Switch,Nintendo Switch,8d0d,$149.03 ,website,direct,direct,desktop,desktop,AT,EMEA
3709381a,7398016ffb825286,4/2/2019,4/2/2019,4/3/2019,2019,4,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,US,NA
e8e876c5,7398da0e4da98366,10/15/2019,10/15/2019,10/18/2019,2019,10,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
f325b139,739ad1a78e5102759,10/2/2020,10/2/2020,10/3/2020,2020,10,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,BR,LATAM
dccafd00,739c547249a93292,9/26/2019,9/26/2019,9/27/2019,2019,9,1,Nintendo Switch,Nintendo Switch,e682,$135.85 ,website,email,email,mobile,mobile,AU,APAC
6c967a7e,73a8fc4b45146850,8/2/2020,8/2/2020,8/3/2020,2020,8,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$358.48 ,website,direct,direct,desktop,desktop,US,NA
6c967a7e,73a8fc4b45146851,8/2/2020,8/2/2020,8/3/2020,2020,8,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$358.48 ,website,direct,direct,desktop,desktop,US,NA
650335d0,73ae88c9f1243675,8/27/2020,8/27/2020,8/28/2020,2020,8,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$329.01 ,website,direct,direct,desktop,desktop,FR,EMEA
fd229254,73b6955ec9e106923,6/23/2020,6/23/2020,6/24/2020,2020,6,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$452.80 ,website,direct,direct,desktop,desktop,US,NA
418f277c,73b8d1ae77f29602,10/31/2019,10/31/2019,11/1/2019,2019,10,1,Nintendo Switch,Nintendo Switch,8d0d,$167.35 ,website,direct,direct,desktop,desktop,GB,EMEA
eef41d52,73bbd2182e1100943,10/17/2020,10/17/2020,10/18/2020,2020,10,1,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,9ef0,"$1,198.00 ",website,direct,direct,desktop,desktop,EC,LATAM
76ab04d5,73be864ab8c50828,2/8/2019,2/8/2019,2/11/2019,2019,2,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
8dda864a,73beaf6ac5f60239,12/19/2019,12/19/2019,12/21/2019,2019,12,2,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,639.34 ",website,direct,direct,desktop,desktop,US,NA
8dda864a,73beaf6ac5f60240,12/19/2019,12/19/2019,12/21/2019,2019,12,2,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,639.34 ",website,direct,direct,desktop,desktop,US,NA
53cb17e7,73bf3cda4c836932,2/6/2020,2/6/2020,2/8/2020,2020,2,2,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,455.36 ",website,direct,direct,desktop,desktop,US,NA
e14defa8,73c0753caf695216,1/21/2020,1/21/2020,1/23/2020,2020,1,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
544e3aef,73c0d08e91c37139,5/21/2019,5/21/2019,5/24/2019,2019,5,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,email,email,mobile,mobile,US,NA
64c5acb3,73c55f7684943574,5/23/2020,5/23/2020,5/25/2020,2020,5,2,Nintendo Switch,Nintendo Switch,8d0d,$148.05 ,website,direct,direct,desktop,desktop,FR,EMEA
f6d966fb,73c65c5b7ba104291,9/5/2020,9/5/2020,9/8/2020,2020,9,3,Nintendo Switch,Nintendo Switch,8d0d,$175.74 ,website,direct,direct,desktop,desktop,GB,EMEA
f86cfdcd,73cd7c065cc104957,12/7/2019,12/7/2019,12/9/2019,2019,12,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,NZ,APAC
f86cfdcd,73cd7c065cc104958,12/7/2019,12/7/2019,12/9/2019,2019,12,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,NZ,APAC
d11a480d,73d4af6dd1088312,7/29/2019,7/29/2019,7/30/2019,2019,7,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,email,email,mobile,mobile,US,NA
5683e957,73d8049492a37976,4/29/2020,4/29/2020,5/2/2020,2020,4,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$18.34 ,website,direct,direct,desktop,desktop,CA,NA
9490c26d,73d9123ff8d62957,2/8/2020,2/8/2020,2/10/2020,2020,2,2,Nintendo Switch,Nintendo Switch,8d0d,$150.53 ,website,direct,direct,desktop,desktop,DE,EMEA
8d8a307e,73db247118d60102,2/16/2019,2/16/2019,2/18/2019,2019,2,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$408.00 ,website,direct,direct,desktop,desktop,US,NA
1b1b2b97,73e168b728914026,9/24/2020,9/24/2020,9/26/2020,2020,9,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,email,email,desktop,desktop,US,NA
d086e1ce,73e641a929888073,6/4/2019,6/4/2019,6/6/2019,2019,6,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$20.20 ,website,direct,direct,desktop,desktop,GB,EMEA
0c1b82d8,73f5924cb5a7965,9/2/2019,9/2/2019,9/3/2019,2019,9,1,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,970.42 ",website,direct,direct,desktop,desktop,AU,APAC
0c1b82d8,73f5924cb5a7966,9/2/2019,9/2/2019,9/3/2019,2019,9,1,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,970.42 ",website,direct,direct,desktop,desktop,AU,APAC
8.37E+24,73f9d9a09e72844,3/31/2020,3/31/2020,4/2/2020,2020,3,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,email,email,mobile,mobile,IN,APAC
2ae69d1b,73fa9184d1520371,9/14/2019,9/14/2019,9/17/2019,2019,9,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,TH,APAC
2ae69d1b,73fa9184d1520373,9/14/2019,9/14/2019,9/17/2019,2019,9,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,TH,APAC
f03489ea,73fc3b3f17f101517,12/1/2020,12/1/2020,12/2/2020,2020,12,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
695033bf,740785b4a3445471,5/3/2020,5/3/2020,5/4/2020,2020,5,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$21.25 ,website,direct,direct,desktop,desktop,PT,EMEA
f928b61b,7408fd069a5105251,2/8/2020,2/8/2020,2/9/2020,2020,2,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,BR,LATAM
e6eb5ece,740a2af217f97540,8/21/2019,8/21/2019,8/23/2019,2019,8,2,Nintendo Switch,Nintendo Switch,8d0d,$146.36 ,website,direct,direct,desktop,desktop,RU,APAC
f7990d43,740f71c3553104607,7/26/2020,7/26/2020,7/29/2020,2020,7,3,Nintendo Switch,Nintendo Switch,8e5d,$160.46 ,mobile app,,unknown,,unknown,US,NA
f7990d43,740f71c3553104608,7/26/2020,7/26/2020,7/29/2020,2020,7,3,Nintendo Switch,Nintendo Switch,8e5d,$160.46 ,mobile app,,unknown,,unknown,US,NA
ae1a052f,7411b642a2e73777,11/20/2020,11/20/2020,11/23/2020,2020,11,3,Nintendo Switch,Nintendo Switch,8d0d,$154.75 ,website,direct,direct,desktop,desktop,CA,NA
ae1a052f,7411b642a2e73778,11/20/2020,11/20/2020,11/23/2020,2020,11,3,Nintendo Switch,Nintendo Switch,8d0d,$154.75 ,website,direct,direct,desktop,desktop,CA,NA
a0962025,74123ca442067920,8/26/2019,8/26/2019,8/27/2019,2019,8,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,affiliate,affiliate,unknown,unknown,US,NA
a7a0cc21,74169ad278f71007,12/29/2020,12/29/2020,1/1/2021,2020,12,3,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$480.00 ,website,email,email,desktop,desktop,US,NA
c190d150,7.41791E+21,12/11/2020,12/11/2020,12/13/2020,2020,12,2,Nintendo Switch,Nintendo Switch,8d0d,$148.35 ,website,direct,direct,desktop,desktop,AU,APAC
c190d150,7.41791E+21,12/11/2020,12/11/2020,12/13/2020,2020,12,2,Nintendo Switch,Nintendo Switch,8d0d,$148.35 ,website,direct,direct,desktop,desktop,AU,APAC
d024b580,741a752c5c587936,10/15/2020,10/15/2020,10/17/2020,2020,10,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$347.44 ,website,direct,direct,desktop,desktop,CA,NA
dea5d534,741ae0bc6bb94099,9/11/2019,9/11/2019,9/14/2019,2019,9,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
e9d3cb0d,7425c58e29898766,6/3/2020,6/3/2020,6/6/2020,2020,6,3,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$262.95 ,website,direct,direct,desktop,desktop,MX,LATAM
867580b2,7427c18a8db57184,6/25/2020,6/25/2020,6/27/2020,2020,6,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,affiliate,affiliate,unknown,unknown,US,NA
0b2a2eca,7428d1b78e37593,6/16/2020,6/16/2020,6/17/2020,2020,6,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
cde2e0d8,74290c6650186967,5/15/2020,5/15/2020,5/16/2020,2020,5,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
817230ec,742c4da29ac55230,12/17/2019,12/17/2019,12/20/2019,2019,12,3,Nintendo Switch,Nintendo Switch,e682,$136.82 ,website,direct,direct,desktop,desktop,AU,APAC
817230ec,742c4da29ac55231,12/17/2019,12/17/2019,12/20/2019,2019,12,3,Nintendo Switch,Nintendo Switch,e682,$136.82 ,website,direct,direct,desktop,desktop,AU,APAC
59932a88,743d24fd52c39156,8/15/2019,8/15/2019,8/16/2019,2019,8,1,Nintendo Switch,Nintendo Switch,8d0d,$169.42 ,website,direct,direct,desktop,desktop,GB,EMEA
80b3c752,744039689aa54933,9/20/2020,9/20/2020,9/22/2020,2020,9,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
99aa3f5d,7441163f94b64970,12/5/2019,12/5/2019,12/6/2019,2019,12,1,Nintendo Switch,Nintendo Switch,8d0d,$139.08 ,website,direct,direct,desktop,desktop,MY,APAC
37e8dea7,74459d453cf25652,3/13/2020,3/13/2020,3/16/2020,2020,3,3,Nintendo Switch,Nintendo Switch,8d0d,$128.98 ,website,direct,direct,desktop,desktop,CA,NA
86b61a93,7.44709E+15,8/23/2020,8/23/2020,8/26/2020,2020,8,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$19.20 ,website,direct,direct,desktop,desktop,BR,LATAM
fbd2c589,74479f92492106345,8/26/2019,8/26/2019,8/28/2019,2019,8,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
d4288452,744e5edc5fe89557,9/9/2020,9/9/2020,9/12/2020,2020,9,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,SA,EMEA
bfce666f,745397792cb81217,4/23/2020,4/23/2020,4/24/2020,2020,4,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
39dac338,7457b5308e826421,5/1/2020,5/1/2020,5/4/2020,2020,5,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$282.42 ,website,direct,direct,desktop,desktop,GB,EMEA
1749abbd,745bc7ed4ee12470,2/22/2020,2/22/2020,2/23/2020,2020,2,1,Nintendo Switch,Nintendo Switch,e682,$148.67 ,website,direct,direct,desktop,desktop,DE,EMEA
1c128cea,745da4a032214458,2/7/2019,2/7/2019,2/10/2019,2019,2,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,AU,APAC
1fb14418,74608485e7a15983,4/24/2020,4/24/2020,4/27/2020,2020,4,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
8687f83e,7463eea178e57220,8/16/2020,8/16/2020,8/19/2020,2020,8,3,Nintendo Switch,Nintendo Switch,e682,$155.85 ,website,,unknown,,unknown,JP,APAC
fba6ad4e,7464417cd51106275,3/1/2020,3/1/2020,3/4/2020,2020,3,3,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
8a8e8209,746904fab9258833,11/15/2020,11/15/2020,11/17/2020,2020,11,2,Dell Gaming Mouse,Dell Gaming Mouse,f81e,$49.98 ,mobile app,email,email,desktop,desktop,US,NA
295976b6,74691116b9519727,6/1/2020,6/1/2020,6/2/2020,2020,6,1,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$480.00 ,website,direct,direct,desktop,desktop,US,NA
14e17b11,746e97bc8e811540,2/21/2019,2/21/2019,2/22/2019,2019,2,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
4c9f9724,746ee89491034061,2/24/2020,2/24/2020,2/25/2020,2020,2,1,Nintendo Switch,Nintendo Switch,8e5d,$162.92 ,mobile app,email,email,mobile,mobile,US,NA
264128ca,746f442a64318494,6/30/2020,6/30/2020,7/2/2020,2020,6,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
9f6798b9,7471e99ab2367399,1/25/2020,1/25/2020,1/27/2020,2020,1,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,email,email,mobile,mobile,US,NA
e9992f1b,74722225d5998660,9/24/2020,9/24/2020,9/26/2020,2020,9,2,Nintendo Switch,Nintendo Switch,e682,$158.90 ,website,direct,direct,desktop,desktop,ES,EMEA
4e63e3f7,74752f2bcc234792,11/19/2020,11/19/2020,11/21/2020,2020,11,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,BR,LATAM
4e63e3f7,74752f2bcc234793,11/19/2020,11/19/2020,11/21/2020,2020,11,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,BR,LATAM
6f92b1d4,7475fef51ff48101,9/23/2020,9/23/2020,9/24/2020,2020,9,1,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,800.00 ",website,direct,direct,desktop,desktop,CO,LATAM
9c4b915a,74773e7220466103,8/18/2020,8/18/2020,8/19/2020,2020,8,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$333.18 ,website,direct,direct,desktop,desktop,US,NA
1bb237e6,7478610870c14285,9/13/2020,9/13/2020,9/16/2020,2020,9,3,Nintendo Switch,Nintendo Switch,8d0d,$156.77 ,website,direct,direct,desktop,desktop,JP,APAC
97346300,747cad953fb2569,8/18/2020,8/18/2020,8/21/2020,2020,8,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,04ac,"$1,198.00 ",website,email,email,desktop,desktop,US,NA
97346300,747cad953fb2570,8/18/2020,8/18/2020,8/21/2020,2020,8,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,04ac,"$1,198.00 ",website,email,email,desktop,desktop,US,NA
73c0cc3e,7480751bbd649713,12/5/2019,12/5/2019,12/7/2019,2019,12,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,8315,$23.42 ,mobile app,email,email,mobile,mobile,ES,EMEA
c5b04e59,748598e900f83656,5/8/2020,5/8/2020,5/10/2020,2020,5,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$406.22 ,website,,unknown,,unknown,CA,NA
098ce0a4,748c384c7c66928,10/7/2019,10/7/2019,10/10/2019,2019,10,3,Nintendo Switch,Nintendo Switch,8d0d,$190.35 ,website,direct,direct,desktop,desktop,IL,EMEA
098ce0a4,748c384c7c66929,10/7/2019,10/7/2019,10/10/2019,2019,10,3,Nintendo Switch,Nintendo Switch,8d0d,$190.35 ,website,direct,direct,desktop,desktop,IL,EMEA
f3e69290,748f844b4c5103097,9/13/2020,9/13/2020,9/14/2020,2020,9,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,HK,APAC
a6650539,748f9cb5b8c70497,9/4/2020,9/4/2020,9/7/2020,2020,9,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,9ef0,"$1,114.96 ",website,direct,direct,desktop,desktop,DE,EMEA
a6650539,748f9cb5b8c70498,9/4/2020,9/4/2020,9/7/2020,2020,9,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,9ef0,"$1,114.96 ",website,direct,direct,desktop,desktop,DE,EMEA
9472669,749091753ee274,6/17/2020,6/17/2020,6/20/2020,2020,6,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,9ef0,"$1,198.00 ",website,social media,social media,tablet,tablet,US,NA
7a732c2d,7497e86a33352316,8/4/2019,8/4/2019,8/6/2019,2019,8,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,email,email,mobile,mobile,CO,LATAM
97cd90a1,74982ca52b464272,3/11/2019,3/11/2019,3/14/2019,2019,3,3,Nintendo Switch,Nintendo Switch,8d0d,$141.64 ,website,direct,direct,desktop,desktop,AU,APAC
90012f34,7498ef8296c61120,8/24/2019,8/24/2019,8/26/2019,2019,8,2,Nintendo Switch,Nintendo Switch,e682,$108.61 ,website,direct,direct,desktop,desktop,MX,LATAM
91a76a59,749a5d3ba6c61761,9/26/2019,9/26/2019,9/29/2019,2019,9,3,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$480.00 ,website,direct,direct,desktop,desktop,US,NA
47b03d6c,749c3cb672c32056,7/30/2020,7/30/2020,8/1/2020,2020,7,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,8315,$23.32 ,mobile app,social media,social media,tablet,tablet,GB,EMEA
517cb261,74a182d0f5536029,4/5/2019,4/5/2019,4/7/2019,2019,4,2,Nintendo Switch,Nintendo Switch,8d0d,$123.13 ,website,direct,direct,desktop,desktop,IS,EMEA
e94f9a72,74a2334c2ec98549,7/23/2020,7/23/2020,7/26/2020,2020,7,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
f29ac9a0,74a5103f78c102529,9/10/2020,9/10/2020,9/12/2020,2020,9,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
b1df06fb,74a5ecaed2a75376,10/30/2020,10/30/2020,11/1/2020,2020,10,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
15c95b01,74ae8a7945211857,5/26/2019,5/26/2019,5/29/2019,2019,5,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$19.20 ,website,direct,direct,desktop,desktop,US,NA
43a55314,74af26b024a30449,5/29/2020,5/29/2020,5/31/2020,2020,5,2,Nintendo Switch,Nintendo Switch,8d0d,$129.27 ,website,direct,direct,desktop,desktop,AU,APAC
698d3f7e,74afce4425b45557,6/19/2019,6/19/2019,6/20/2019,2019,6,1,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,04ac,"$1,198.00 ",website,direct,direct,desktop,desktop,US,NA
3b2c00b1,74bc9bbf72f26957,3/5/2019,3/5/2019,3/7/2019,2019,3,2,Nintendo Switch,Nintendo Switch,8e5d,$169.50 ,mobile app,direct,direct,desktop,desktop,BR,LATAM
5aa5112b,74c0347d15b39624,5/2/2019,5/2/2019,5/5/2019,2019,5,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,BR,LATAM
ad70af94,74c12960b5e73491,8/15/2020,8/15/2020,8/17/2020,2020,8,2,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,647.90 ",website,direct,direct,desktop,desktop,DE,EMEA
31e54aff,74c1ff65df023270,5/8/2019,5/8/2019,5/10/2019,2019,5,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$22.00 ,website,direct,direct,desktop,desktop,GR,EMEA
cda5bf38,74c3af674e986878,9/11/2019,9/11/2019,9/12/2019,2019,9,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
cda5bf38,74c3af674e986879,9/11/2019,9/11/2019,9/12/2019,2019,9,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
ef26af1b,74c7c24988f101037,3/19/2020,3/19/2020,3/22/2020,2020,3,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$14.10 ,website,direct,direct,desktop,desktop,PL,EMEA
7cecf8b8,74d517b414153370,6/5/2020,6/5/2020,6/6/2020,2020,6,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,email,email,mobile,mobile,US,NA
215e3d22,74d6a8130a816585,12/27/2020,12/27/2020,12/29/2020,2020,12,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$454.21 ,website,direct,direct,desktop,desktop,JP,APAC
49aa9382,74da2ac9ed432799,2/28/2020,2/28/2020,3/2/2020,2020,2,3,Nintendo Switch,Nintendo Switch,e682,$177.02 ,website,direct,direct,desktop,desktop,GB,EMEA
